time,mnvel,errvel,tel
2459401.7758279997,0.9016496528208751,3.22834944725037,apf
2459402.798852,12.729898840213801,3.5783677101135294,apf
2459404.765929,12.2771249299313,3.6354584693908705,apf
2459405.008502,0.4741837447727729,1.64904451370239,j
2459405.996015,0.38669466260221,1.52294516563416,j
2459406.774251,-1.69868296854922,3.27278423309326,apf
2459406.913391,0.0445191447702982,1.5838160514831499,j
2459407.7734169997,6.13214830504233,3.23674559593201,apf
2459407.818879,3.5065360388377202,1.6499524116516102,j
2459407.946814,-3.46485417331011,1.9066705703735398,j
2459408.813808,11.558850437102699,3.4775128364563,apf
2459408.979381,1.9364969962914198,1.83405923843384,j
2459409.993209,5.92010761448059,1.6086134910583503,j
2459411.817214,3.1289241742284,1.5227780342102097,j
2459411.839076,14.1278340993698,3.4304125308990496,apf
2459412.753473,4.325608425972851,3.33902645111084,apf
2459413.8129330003,1.09794021106257,3.73756313323975,apf
2459413.988436,2.6100233562057005,1.64093482494354,j
2459414.805266,-8.39481079502318,4.001337051391601,apf
2459415.028996,0.0327810772012924,1.7642354965209999,j
2459415.8132,2.75638956087081,1.54643142223358,j
2459415.84689,-5.31033212237173,4.03583288192749,apf
2459416.73742,-9.861138229189061,4.04650163650513,apf
2459416.7831369997,-1.07808311091361,1.59680509567261,j
2459417.783244,-6.98144230112512,1.58169054985046,j
2459418.79614,-8.6100137685002,3.7225520610809304,apf
2459419.738645,2.06700693728134,3.80717825889587,apf
2459420.8143970002,-2.7308032029353897,4.493233680725099,apf
2459421.894731,-651.362516672781,58.198455810546896,apf
2459422.903041,-1.1552871501604298,1.6031162738799998,j
2459424.880335,-12.5047454736505,4.8312783241272,apf
2459425.900773,-10.3234019730575,4.4448561668396,apf
2459426.917935,-11.3900101313508,6.350903987884519,apf
2459427.803552,3.98448820866206,3.7750196456909197,apf
